Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5996-1,2015-08-15,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan Printable Repositionable Plastic Tabs,office supplies,Small Box,Regular Air,2015-08-17,5.33,8.6,3.27,47.0,87.6,6.0,2.63,84.97,6.19,92.69
5997-1,2013-06-07,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Not Specified,Smiths Paper Clips,office supplies,Wrap Bag,Regular Air,2013-06-08,1.53,2.47,0.94,42.0,43.28,6.0,7.45,47.28,1.02,43.0
5997-1,2015-02-18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan 479 Labels,office supplies,Small Box,Regular Air,2015-02-21,1.59,2.61,1.02,32.0,55.05,10.0,3.66,50.84,0.5,51.33
5997-1,2013-07-10,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Binder Clips by OIC,technology,Small Box,Regular Air,2013-07-13,0.93,1.48,0.55,1.0,54.66,8.0,2.19,52.87,0.7,53.27
5997-1,2015-07-20,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 478 Labels,office supplies,Small Box,Regular Air,2015-07-23,3.14,4.91,1.77,26.0,41.58,0.0,0.42,41.36,0.5,45.93
5997-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 478 Labels,office supplies,Wrap Bag,Regular Air,2015-05-13,3.14,4.91,1.77,34.0,47.1,2.0,2.65,41.55,0.5,45.95
5997-1,2013-06-24,Paul Lucas,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Artisan Poly Binder Pockets,office supplies,Small Box,Regular Air,2013-06-25,2.26,3.58,1.32,11.0,159.37,7.0,5.29,148.67,5.47,145.29
5997-1,2015-07-24,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan 478 Labels,office supplies,Small Box,Regular Air,2015-07-26,3.14,4.91,1.77,41.0,41.58,3.0,0.42,41.16,0.5,45.93
5997-1,2014-07-22,Marian Bern,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 479 Labels,office supplies,Small Box,Regular Air,2014-07-23,1.59,2.61,1.02,8.0,43.68,7.0,2.63,41.3,0.5,45.69
5997-1,2014-02-24,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Home Office,Natasha Song,Low,"OIC Colored Binder Clips, Assorted Sizes",technology,Small Box,Express Air,2014-02-25,2.29,3.58,1.29,6.0,47.2,10.0,0.52,43.58,1.63,45.2
5997-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,office supplies,Small Box,Regular Air,2015-07-31,3.52,5.68,2.16,47.0,54.76,3.0,2.19,52.57,1.39,53.27
5998-1,2015-07-24,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan Durable Poly Binders,office supplies,Small Box,Express Air,2015-07-26,3.37,5.53,2.16,21.0,41.58,0.0,0.44,41.56,6.98,46.33
5998-1,2015-07-30,Charles Sheldon,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Alto Memo Cubes,office supplies,Wrap Bag,Regular Air,2015-07-31,3.32,5.18,1.86,2.0,205.38,3.0,12.39,190.75,2.04,197.22
5999-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Poly Binder Pockets,office supplies,Small Box,Express Air,2016-06-20,2.26,3.58,1.32,37.0,126.24,1.0,3.04,113.76,5.47,115.19
5999-1,2015-01-10,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,Apex Elite Stainless Steel Scissors,office supplies,Small Pack,Regular Air,2015-01-12,3.42,8.34,4.92,10.0,132.02,1.0,9.26,126.45,2.64,126.85
6000-1,2015-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan 481 Labels,office supplies,Small Pack,Regular Air,2015-05-12,1.94,3.08,1.14,35.0,63.36,2.0,5.94,65.8,0.99,65.42
6003-1,2015-07-30,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Low,TechSavi Cordless Elite Duo,office supplies,Small Box,Regular Air,2015-07-31,60.59,100.98,40.39,40.0,809.73,0.0,40.49,769.24,7.18,774.74
6003-1,2014-02-24,Gene Hell,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Medium,Alto Memo Cubes,office supplies,Small Box,Regular Air,2014-02-25,3.32,5.18,1.86,6.0,41.97,6.0,0.52,41.55,2.04,48.93
6003-1,2015-07-29,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,TechSavi Cordless Keyboard,technology,Small Box,Regular Air,2015-07-31,17.84,34.99,17.15,12.0,809.73,10.0,40.49,769.24,5.5,774.74
6003-1,2015-07-30,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Low,TechSavi Cordless Keyboard,technology,Small Box,Regular Air,2015-07-31,17.84,34.99,17.15,34.0,809.73,10.0,40.49,769.24,5.5,774.74
6007-1,2016-01-17,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Xit Blank Computer Paper,technology,Jumbo Drum,Delivery Truck,2016-01-17,12.39,19.98,7.59,25.0,889.12,2.0,84.3,817.58,5.77,823.35
6007-1,2015-10-24,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Xit Blank Computer Paper,office supplies,Wrap Bag,Regular Air,2015-10-26,12.39,19.98,7.59,2.0,879.12,9.0,72.84,817.58,5.77,823.35
6007-1,2014-10-11,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Medium,Xit Blank Computer Paper,office supplies,Wrap Bag,Regular Air,2014-10-11,12.39,19.98,7.59,19.0,825.54,9.0,55.51,817.63,5.77,823.53
6009-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Critical,Economy Binders,technology,Small Box,Express Air,2015-08-08,1.33,2.08,0.75,2.0,41.6,2.0,4.16,37.44,1.49,38.93
6009-1,2013-08-29,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2013-09-03,1.84,2.88,1.04,38.0,41.6,6.0,4.16,37.64,0.99,38.93
6009-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Economy Binders,office supplies,Wrap Bag,Express Air,2015-08-08,1.33,2.08,0.75,47.0,41.6,0.0,4.16,37.44,1.49,38.93
6009-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Medium,Economy Binders,office supplies,Small Box,Regular Air,2015-08-08,1.33,2.08,0.75,24.0,41.6,6.0,4.16,37.44,1.49,38.93
6011-1,2015-08-07,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Unpadded Memo Slips,office supplies,Wrap Bag,Regular Air,2015-08-08,2.59,3.98,1.39,12.0,63.68,9.0,5.73,57.95,2.97,60.92
6011-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2015-08-11,1.92,3.26,1.34,3.0,105.12,0.0,2.1,103.02,1.86,109.23
6011-1,2015-08-07,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Critical,Unpadded Memo Slips,office supplies,Wrap Bag,Express Air,2015-08-08,2.59,3.98,1.39,2.0,63.68,3.0,5.73,57.95,2.97,60.92
6011-1,2015-08-07,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,Unpadded Memo Slips,office supplies,Small Box,Regular Air,2015-08-08,2.59,3.98,1.39,8.0,63.68,7.0,5.73,57.95,2.97,60.92
6012-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan Arch Ring Binders,office supplies,Small Box,Regular Air,2015-03-06,36.02,58.1,22.08,33.0,130.55,5.0,1.31,129.24,1.49,130.04
6014-1,2015-08-10,Nora Price,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto 3-Hole Punch,office supplies,Small Box,Regular Air,2015-08-13,2.76,4.38,1.62,44.0,105.12,9.0,2.1,103.02,6.21,109.23
6014-1,2015-03-21,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Medium,DrawIt Colored Pencils,technology,Small Box,Regular Air,2015-03-22,4.37,9.11,4.74,12.0,219.4,0.0,2.19,217.99,2.25,214.0
6014-1,2014-05-17,Roy Skariaili,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Low,Smiths File Caddy,office supplies,Wrap Bag,Regular Air,2014-05-19,4.03,9.38,5.35,48.0,257.2,5.0,10.78,245.92,7.28,243.32
6014-2,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Critical,Apex Forged Steel Scissors with Black Enamel Handles,office supplies,Small Pack,Regular Air,2015-08-13,4.1,9.31,5.21,33.0,279.3,5.0,8.38,270.92,3.98,274.9
6014-2,2015-08-10,Nora Price,"8 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Radhya Staples,High,Apex Forged Steel,office supplies,Small Box,Regular Air,2015-08-13,4.5,10.98,5.34,40.0,279.3,4.0,8.38,270.92,4.0,274.9
6014-2,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Apex Forged Steel Scissors with Black Enamel Handles,technology,Jumbo Drum,Delivery Truck,2015-08-13,4.1,9.31,5.21,44.0,279.3,3.0,8.38,270.92,3.98,274.9
6015-1,2016-03-27,Deirdre Greer,"33/4 Barangarool Avenue,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Artisan 48 Labels,furniture,Large Box,Regular Air,2016-04-03,3.84,6.3,2.46,7.0,293.5,2.0,0.0,294.5,0.5,199.64
6019-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquaria Park",Sydney,NSW,Small Business,Preston Senome,Low,Smiths File Caddy,office supplies,Wrap Bag,Regular Air,2015-08-13,4.03,9.38,5.35,37.0,279.3,4.0,8.38,270.91,7.28,274.9
6019-1,2015-07-09,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,Low,Artisan Heavy-Duty EZD  Binder With Locking Rings,technology,Medium Box,Regular Air,2015-07-10,3.52,5.58,2.06,2.0,205.92,1.0,19.38,193.12,2.99,196.72
6019-1,2015-08-11,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Pizazz Drawing Pencil Set,office supplies,Small Box,Express Air,2015-08-12,1.53,2.78,1.25,30.0,114.66,8.0,4.59,110.07,1.34,110.88
6019-1,2015-04-24,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Low,Pizazz Colored Pencils,office supplies,Wrap Bag,Regular Air,2015-04-24,1.76,2.94,1.18,40.0,114.66,5.0,4.59,110.07,0.81,110.88
6019-1,2015-08-24,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,High,Pizazz Colored Pencils,office supplies,Small Box,Regular Air,2015-08-26,1.76,2.94,1.18,26.0,114.66,10.0,4.59,110.07,0.81,110.78
6019-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Critical,Pizazz Drawing Pencil Set,office supplies,Small Box,Express Air,2015-08-31,1.53,2.78,1.25,6.0,114.66,0.0,4.59,110.07,1.34,110.88
6020-1,2014-02-24,Chad McGuire,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Pocket Accent Highlighters,office supplies,Wrap Bag,Regular Air,2014-02-25,0.93,1.6,0.67,8.0,41.97,4.0,0.52,41.55,1.29,48.93
6020-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",office supplies,Small Box,Regular Air,2015-08-30,0.9,2.1,1.2,41.0,64.96,6.0,0.0,68.96,0.7,63.46
6021-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,TechSavi Access Keyboard,technology,Large Box,Regular Air,2015-08-15,8.31,15.98,7.67,16.0,111.86,0.0,4.47,107.39,6.5,111.39
6021-1,2015-08-11,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,TechSavi Access Keyboard,office supplies,Small Box,Regular Air,2015-08-13,10.07,15.98,5.91,32.0,111.86,5.0,4.47,107.39,4.0,111.39
6021-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,TechSavi Access Keyboard,office supplies,Small Box,Regular Air,2015-08-15,10.07,15.98,5.91,37.0,111.86,10.0,4.47,107.39,4.0,111.39
6021-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Critical,TechSavi Access Keyboard,technology,Medium Box,Regular Air,2015-08-15,10.07,15.98,5.91,10.0,111.86,0.0,4.47,107.39,4.0,111.39
6021-1,2016-09-03,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Home Office,Natasha Song,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,office supplies,Wrap Bag,Regular Air,2016-09-07,54.29,90.48,36.19,34.0,979.12,3.0,32.39,832.85,19.99,854.76
6021-1,2015-08-11,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,TechSavi Access Keyboard,office supplies,Wrap Bag,Regular Air,2015-08-12,8.31,15.98,7.67,50.0,111.86,9.0,4.47,107.39,6.5,111.39
6022-1,2016-08-24,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",office supplies,Small Box,Regular Air,2016-08-24,14.95,34.76,19.81,32.0,831.64,9.0,28.71,764.93,8.22,784.67
6023-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,TechSavi Access Keyboard,office supplies,Small Pack,Regular Air,2015-08-08,10.07,15.98,5.91,43.0,111.86,5.0,4.47,107.39,4.0,111.39
6026-1,2016-11-12,Pauline Chring,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,TechSavi Cordless Access Keyboard,office supplies,Small Box,Regular Air,2016-11-15,14.7,29.99,15.29,8.0,412.8,1.0,0.0,412.8,5.5,418.99
6027-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Binder Posts,office supplies,Small Box,Regular Air,2015-03-06,3.5,5.74,2.24,47.0,183.68,9.0,14.69,168.99,5.01,174.0
6027-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Binder Posts,technology,Small Box,Regular Air,2015-01-15,3.5,5.74,2.24,37.0,183.64,3.0,6.13,168.99,5.01,174.0
6027-1,2015-09-26,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Binder Posts,office supplies,Small Box,Regular Air,2015-09-28,3.5,5.74,2.24,10.0,183.6,9.0,14.59,168.99,5.01,174.0
6027-1,2015-02-03,Claire Good,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Corporate,Stevie Bacata,Critical,Binder Posts,office supplies,Small Box,Regular Air,2015-02-03,3.5,5.74,2.24,24.0,188.54,2.0,14.85,168.99,5.01,174.0
6029-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Lumi Crayons,office supplies,Small Box,Regular Air,2015-08-27,5.22,9.85,4.63,18.0,119.86,3.0,4.69,116.25,4.82,119.59
6029-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,Artisan 481 Labels,office supplies,Small Pack,Regular Air,2015-01-21,1.94,3.08,1.14,50.0,124.0,8.0,11.51,121.44,0.99,122.74
6030-1,2015-03-30,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,office supplies,Small Box,Regular Air,2015-04-01,10.07,15.98,5.91,13.0,95.88,6.0,7.59,86.29,4.0,90.29
6030-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,TechSavi Access Keyboard,office supplies,Small Pack,Regular Air,2015-08-27,10.07,15.98,5.91,45.0,95.88,2.0,9.59,86.29,4.0,90.29
6030-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,office supplies,Wrap Bag,Regular Air,2017-02-05,1.31,2.84,1.53,22.0,99.48,7.0,3.77,86.29,0.93,90.29
6030-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,TechSavi Access Keyboard,office supplies,Wrap Bag,Express Air,2015-08-27,10.07,15.98,5.91,40.0,95.88,5.0,9.59,86.29,4.0,90.29
6030-1,2015-07-25,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Critical,TechSavi Access Keyboard,technology,Small Box,Regular Air,2015-07-26,10.07,15.98,5.91,2.0,95.88,2.0,9.59,86.29,4.0,90.29
6030-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,TechSavi Access Keyboard,office supplies,Small Pack,Regular Air,2015-08-27,8.31,15.98,7.67,15.0,95.88,0.0,9.59,86.29,6.5,90.29
6031-1,2017-01-18,Sung Chung,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,office supplies,Small Box,Regular Air,2017-01-20,3.32,5.18,1.86,50.0,68.96,8.0,0.0,68.96,2.04,73.46
6032-1,2016-01-27,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,High,TechSavi Cordless Elite Duo,technology,Small Pack,Express Air,2016-01-29,60.59,100.98,40.39,18.0,599.2,10.0,26.96,593.64,7.18,690.63
6032-1,2015-01-23,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,Aluminum Document Frame,office supplies,Small Box,Regular Air,2015-01-24,5.5,12.22,6.72,44.0,69.92,3.0,4.49,69.57,2.85,60.68
6032-1,2015-07-22,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,"Alto Six-Outlet Power Strip, 4 Cord Length",office supplies,Wrap Bag,Regular Air,2015-07-23,3.53,8.62,5.09,1.0,63.96,1.0,0.0,68.96,4.5,73.46
6032-1,2015-11-12,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Alto Memo Cubes,technology,Large Box,Express Air,2015-11-14,3.32,5.18,1.86,23.0,50.28,10.0,3.17,58.51,2.04,59.43
6035-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Self-Adhesive Removable Labels,technology,Small Box,Regular Air,2016-05-12,1.98,3.15,1.17,48.0,157.48,4.0,5.55,132.85,0.49,133.46
6035-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,office supplies,Small Box,Regular Air,2016-09-20,1.6,2.62,1.02,44.0,101.9,4.0,9.12,98.79,0.8,19.99
6038-1,2013-08-20,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,TechSavi Internet Navigator Keyboard,office supplies,Small Box,Regular Air,2013-08-22,6.51,30.98,24.47,46.0,223.88,6.0,2.24,221.53,6.5,226.36
6039-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 477 Labels,office supplies,Small Box,Regular Air,2015-08-27,3.14,4.91,1.77,9.0,143.91,9.0,4.32,139.59,0.5,140.09
6039-1,2016-08-11,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 488 Labels,office supplies,Wrap Bag,Regular Air,2016-08-13,2.29,3.69,1.4,20.0,149.2,6.0,1.94,136.0,0.5,140.69
6039-1,2015-01-02,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,Aluminum Document Frame,office supplies,Small Pack,Regular Air,2015-01-04,5.5,12.22,6.72,16.0,252.34,3.0,0.0,263.7,2.85,239.61
6042-1,2015-07-02,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan 479 Labels,office supplies,Small Pack,Regular Air,2015-07-04,1.59,2.61,1.02,14.0,18.48,0.0,0.39,18.11,0.5,19.1
6042-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan 48 Labels,office supplies,Small Box,Regular Air,2015-10-19,3.84,6.3,2.46,32.0,59.73,2.0,0.0,59.12,0.5,50.92
6042-1,2016-12-08,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,Apex Straight Scissors,office supplies,Wrap Bag,Regular Air,2016-12-10,5.19,12.98,7.79,2.0,639.32,6.0,30.93,694.67,3.14,698.61
6042-1,2015-01-01,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan Non-Stick Binders,office supplies,Small Pack,Regular Air,2015-01-03,2.74,4.49,1.75,43.0,51.96,5.0,2.96,59.22,1.49,59.62
6042-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan 481 Labels,office supplies,Wrap Bag,Regular Air,2015-08-30,1.94,3.08,1.14,36.0,18.42,0.0,0.77,18.11,0.99,19.1
6044-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Aluminum Document Frame,technology,Small Box,Regular Air,2014-02-20,5.5,12.22,6.72,31.0,547.5,8.0,0.0,593.5,2.85,500.0
6044-1,2015-12-25,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,office supplies,Small Box,Regular Air,2015-12-26,1.76,3.38,1.62,33.0,40.32,8.0,2.02,38.36,0.85,39.64
6046-1,2016-10-23,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Smiths General Use 3-Ring Binders,technology,Small Box,Regular Air,2016-10-25,1.18,1.88,0.7,8.0,9.16,7.0,0.32,8.12,1.49,9.72
6046-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Critical,3Max Organizer Strips,office supplies,Small Box,Regular Air,2015-08-31,3.4,5.4,2.0,47.0,75.6,3.0,1.51,74.09,7.78,81.87
6046-1,2015-03-16,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Consumer,Natasha Song,High,Apex Straight Scissors,furniture,Small Pack,Regular Air,2015-03-17,5.19,12.98,7.79,10.0,505.9,10.0,8.16,495.8,3.14,500.0
6048-1,2013-02-18,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Apex Preferred Stainless Steel Scissors,office supplies,Wrap Bag,Regular Air,2013-02-20,2.5,5.68,3.18,39.0,130.24,8.0,4.0,129.34,3.6,142.08
6048-1,2015-08-31,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2015-09-01,4.46,10.89,6.43,7.0,544.5,4.0,49.01,495.5,4.5,500.0
6049-1,2015-06-28,Phillip Flathmann,"3 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Radhya Staples,High,"DrawIt Colored Pencils, 48-Color Set",office supplies,Small Box,Regular Air,2015-06-30,21.56,36.55,14.99,31.0,9.82,3.0,0.75,8.5,13.89,10.7
6050-1,2015-12-24,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Pizazz Drawing Pencil Set,office supplies,Small Box,Regular Air,2015-12-26,1.53,2.78,1.25,23.0,58.3,2.0,5.45,54.38,1.34,59.62
6050-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Cordless Elite Duo,office supplies,Wrap Bag,Regular Air,2015-09-05,60.59,100.98,40.39,48.0,908.82,6.0,90.88,817.94,7.18,825.12
6050-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,TechSavi Cordless Elite Duo,office supplies,Wrap Bag,Regular Air,2015-09-05,60.59,100.98,40.39,37.0,908.82,10.0,90.88,817.74,7.18,825.12
6051-1,2015-09-02,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Critical,Alto Memo Cubes,technology,Medium Box,Regular Air,2015-09-04,3.32,5.18,1.86,8.0,56.0,9.0,3.28,52.65,2.04,54.94
6052-1,2016-06-19,John Huston,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,PastelOcean Color Pencil Set,office supplies,Small Box,Express Air,2016-06-20,11.11,19.84,8.73,37.0,135.04,4.0,4.06,137.86,4.1,132.46
